date_game,time_game,visitor_team_name,visitor_goals,home_team_name,home_goals,overtimes,attendance,game_duration,game_remarks,is_playoff_game_flag,season
1992-04-15,,New Jersey Devils,0.0,New York Islanders,7.0,,,,,0,1992
1992-04-15,,Hartford Whalers,4.0,Philadelphia Flyers,3.0,OT,,,,0,1992
1992-04-15,,Washington Capitals,1.0,Pittsburgh Penguins,4.0,,,,,0,1992
1992-04-15,,Calgary Flames,4.0,San Jose Sharks,3.0,,,,,0,1992
1992-04-15,,New York Rangers,2.0,Toronto Maple Leafs,4.0,,,,,0,1992
1992-04-16,,Pittsburgh Penguins,1.0,New York Rangers,7.0,,,,,0,1992
1992-04-16,,Winnipeg Jets,5.0,San Jose Sharks,3.0,,,,,0,1992
1992-04-16,,Minnesota North Stars,3.0,St. Louis Blues,5.0,,,,,0,1992
1992-04-16,,Calgary Flames,4.0,Vancouver Canucks,4.0,OT,,,,0,1992
1992-04-18,,Minnesota North Stars,4.0,Detroit Red Wings,3.0,,,,,1,1992
1992-04-18,,Edmonton Oilers,3.0,Los Angeles Kings,1.0,,,,,1,1992
1992-04-18,,Winnipeg Jets,3.0,Vancouver Canucks,2.0,,,,,1,1992
1992-04-18,,St. Louis Blues,1.0,Chicago Blackhawks,3.0,,,,,1,1992
1992-04-19,,Buffalo Sabres,3.0,Boston Bruins,2.0,,,,,1,1992
1992-04-19,,Hartford Whalers,0.0,Montreal Canadiens,2.0,,,,,1,1992
1992-04-19,,New Jersey Devils,1.0,New York Rangers,2.0,,,,,1,1992
1992-04-19,,Pittsburgh Penguins,1.0,Washington Capitals,3.0,,,,,1,1992
1992-04-20,,Winnipeg Jets,2.0,Vancouver Canucks,3.0,,,,,1,1992
1992-04-20,,Edmonton Oilers,5.0,Los Angeles Kings,8.0,,,,,1,1992
1992-04-20,,Minnesota North Stars,4.0,Detroit Red Wings,2.0,,,,,1,1992
1992-04-20,,St. Louis Blues,5.0,Chicago Blackhawks,3.0,,,,,1,1992
1992-04-21,,Buffalo Sabres,2.0,Boston Bruins,3.0,OT,,,,1,1992
1992-04-21,,Hartford Whalers,2.0,Montreal Canadiens,5.0,,,,,1,1992
1992-04-21,,New Jersey Devils,7.0,New York Rangers,3.0,,,,,1,1992
1992-04-21,,Pittsburgh Penguins,2.0,Washington Capitals,6.0,,,,,1,1992
1992-04-22,,Los Angeles Kings,3.0,Edmonton Oilers,4.0,,,,,1,1992
1992-04-22,,Detroit Red Wings,5.0,Minnesota North Stars,4.0,OT,,,,1,1992
1992-04-22,,Chicago Blackhawks,4.0,St. Louis Blues,5.0,2OT,,,,1,1992
1992-04-22,,Vancouver Canucks,2.0,Winnipeg Jets,4.0,,,,,1,1992
1992-04-23,,Montreal Canadiens,2.0,Hartford Whalers,5.0,,,,,1,1992
1992-04-23,,Washington Capitals,4.0,Pittsburgh Penguins,6.0,,,,,1,1992
1992-04-23,,New York Rangers,1.0,New Jersey Devils,3.0,,,,,1,1992
1992-04-23,,Boston Bruins,3.0,Buffalo Sabres,2.0,,,,,1,1992
1992-04-24,,Detroit Red Wings,4.0,Minnesota North Stars,5.0,,,,,1,1992
1992-04-24,,Chicago Blackhawks,5.0,St. Louis Blues,3.0,,,,,1,1992
1992-04-24,,Vancouver Canucks,1.0,Winnipeg Jets,3.0,,,,,1,1992
1992-04-24,,Los Angeles Kings,4.0,Edmonton Oilers,3.0,,,,,1,1992
1992-04-25,,Boston Bruins,5.0,Buffalo Sabres,4.0,OT,,,,1,1992
1992-04-25,,Montreal Canadiens,1.0,Hartford Whalers,3.0,,,,,1,1992
1992-04-25,,New York Rangers,3.0,New Jersey Devils,0.0,,,,,1,1992
1992-04-25,,Washington Capitals,7.0,Pittsburgh Penguins,2.0,,,,,1,1992
1992-04-26,,St. Louis Blues,4.0,Chicago Blackhawks,6.0,,,,,1,1992
1992-04-26,,Winnipeg Jets,2.0,Vancouver Canucks,8.0,,,,,1,1992
1992-04-26,,Edmonton Oilers,5.0,Los Angeles Kings,2.0,,,,,1,1992
1992-04-26,,Minnesota North Stars,0.0,Detroit Red Wings,3.0,,,,,1,1992
1992-04-27,,Buffalo Sabres,2.0,Boston Bruins,0.0,,,,,1,1992
1992-04-27,,Hartford Whalers,4.0,Montreal Canadiens,7.0,,,,,1,1992
1992-04-27,,New Jersey Devils,5.0,New York Rangers,8.0,,,,,1,1992
1992-04-27,,Pittsburgh Penguins,5.0,Washington Capitals,2.0,,,,,1,1992
1992-04-28,,Chicago Blackhawks,2.0,St. Louis Blues,1.0,,,,,1,1992
1992-04-28,,Vancouver Canucks,8.0,Winnipeg Jets,3.0,,,,,1,1992
1992-04-28,,Los Angeles Kings,0.0,Edmonton Oilers,3.0,,,,,1,1992
1992-04-28,,Detroit Red Wings,1.0,Minnesota North Stars,0.0,OT,,,,1,1992
1992-04-29,,Montreal Canadiens,1.0,Hartford Whalers,2.0,OT,,,,1,1992
1992-04-29,,New York Rangers,3.0,New Jersey Devils,5.0,,,,,1,1992
1992-04-29,,Washington Capitals,4.0,Pittsburgh Penguins,6.0,,,,,1,1992
1992-04-29,,Boston Bruins,3.0,Buffalo Sabres,9.0,,,,,1,1992
1992-04-30,,Minnesota North Stars,2.0,Detroit Red Wings,5.0,,,,,1,1992
1992-04-30,,Winnipeg Jets,0.0,Vancouver Canucks,5.0,,,,,1,1992
1992-05-01,,Buffalo Sabres,2.0,Boston Bruins,3.0,,,,,1,1992
1992-05-01,,Hartford Whalers,2.0,Montreal Canadiens,3.0,2OT,,,,1,1992
1992-05-01,,New Jersey Devils,4.0,New York Rangers,8.0,,,,,1,1992
1992-05-01,,Pittsburgh Penguins,3.0,Washington Capitals,1.0,,,,,1,1992
1992-05-02,,Chicago Blackhawks,2.0,Detroit Red Wings,1.0,,,,,1,1992
1992-05-03,,Boston Bruins,6.0,Montreal Canadiens,4.0,,,,,1,1992
1992-05-03,,Pittsburgh Penguins,4.0,New York Rangers,2.0,,,,,1,1992
1992-05-03,,Edmonton Oilers,4.0,Vancouver Canucks,3.0,OT,,,,1,1992
1992-05-04,,Chicago Blackhawks,3.0,Detroit Red Wings,1.0,,,,,1,1992
1992-05-04,,Edmonton Oilers,0.0,Vancouver Canucks,4.0,,,,,1,1992
1992-05-05,,Boston Bruins,3.0,Montreal Canadiens,2.0,OT,,,,1,1992
1992-05-05,,Pittsburgh Penguins,2.0,New York Rangers,4.0,,,,,1,1992
1992-05-06,,Detroit Red Wings,4.0,Chicago Blackhawks,5.0,,,,,1,1992
1992-05-06,,Vancouver Canucks,2.0,Edmonton Oilers,5.0,,,,,1,1992
1992-05-07,,Montreal Canadiens,2.0,Boston Bruins,3.0,,,,,1,1992
1992-05-07,,New York Rangers,6.0,Pittsburgh Penguins,5.0,OT,,,,1,1992
1992-05-08,,Detroit Red Wings,0.0,Chicago Blackhawks,1.0,,,,,1,1992
1992-05-08,,Vancouver Canucks,2.0,Edmonton Oilers,3.0,,,,,1,1992
1992-05-09,,Montreal Canadiens,0.0,Boston Bruins,2.0,,,,,1,1992
1992-05-09,,New York Rangers,4.0,Pittsburgh Penguins,5.0,OT,,,,1,1992
1992-05-10,,Edmonton Oilers,3.0,Vancouver Canucks,4.0,,,,,1,1992
1992-05-11,,Pittsburgh Penguins,3.0,New York Rangers,2.0,,,,,1,1992
1992-05-12,,Vancouver Canucks,0.0,Edmonton Oilers,3.0,,,,,1,1992
1992-05-13,,New York Rangers,1.0,Pittsburgh Penguins,5.0,,,,,1,1992
1992-05-16,,Edmonton Oilers,2.0,Chicago Blackhawks,8.0,,,,,1,1992
1992-05-17,,Boston Bruins,3.0,Pittsburgh Penguins,4.0,OT,,,,1,1992
1992-05-18,,Edmonton Oilers,2.0,Chicago Blackhawks,4.0,,,,,1,1992
1992-05-19,,Boston Bruins,2.0,Pittsburgh Penguins,5.0,,,,,1,1992
1992-05-20,,Chicago Blackhawks,4.0,Edmonton Oilers,3.0,OT,,,,1,1992
1992-05-21,,Pittsburgh Penguins,5.0,Boston Bruins,1.0,,,,,1,1992
1992-05-22,,Chicago Blackhawks,5.0,Edmonton Oilers,1.0,,,,,1,1992
1992-05-23,,Pittsburgh Penguins,5.0,Boston Bruins,1.0,,,,,1,1992
1992-05-26,,Chicago Blackhawks,4.0,Pittsburgh Penguins,5.0,,,,,1,1992
1992-05-28,,Chicago Blackhawks,1.0,Pittsburgh Penguins,3.0,,,,,1,1992
1992-05-30,,Pittsburgh Penguins,1.0,Chicago Blackhawks,0.0,,,,,1,1992
1992-06-01,,Pittsburgh Penguins,6.0,Chicago Blackhawks,5.0,,,,,1,1992
1992-10-06,,Los Angeles Kings,5.0,Calgary Flames,4.0,OT,,,,0,1993
1992-10-06,,Vancouver Canucks,5.0,Edmonton Oilers,4.0,,,,,0,1993
1992-10-06,,Montreal Canadiens,5.0,Hartford Whalers,1.0,,,,,0,1993
1992-10-06,,New York Islanders,3.0,New Jersey Devils,4.0,,,,,0,1993
1992-10-06,,Philadelphia Flyers,3.0,Pittsburgh Penguins,3.0,OT,,,,0,1993
1992-10-06,,Minnesota North Stars,4.0,St. Louis Blues,6.0,,,,,0,1993
1992-10-06,,Detroit Red Wings,1.0,Winnipeg Jets,4.0,,,,,0,1993
1992-10-06,,Washington Capitals,6.0,Toronto Maple Leafs,5.0,,,,,0,1993
1992-10-07,,Chicago Blackhawks,3.0,Tampa Bay Lightning,7.0,,,,,0,1993
1992-10-08,,Hartford Whalers,2.0,Boston Bruins,3.0,OT,,,,0,1993
1992-10-08,,Quebec Nordiques,5.0,Buffalo Sabres,4.0,,,,,0,1993
1992-10-08,,Edmonton Oilers,2.0,Calgary Flames,7.0,,,,,0,1993
1992-10-08,,Detroit Red Wings,5.0,Los Angeles Kings,3.0,,,,,0,1993
1992-10-08,,St. Louis Blues,2.0,Minnesota North Stars,5.0,,,,,0,1993
1992-10-08,,Montreal Canadiens,3.0,Ottawa Senators,5.0,,,,,0,1993
1992-10-08,,New York Islanders,3.0,Pittsburgh Penguins,7.0,,,,,0,1993
1992-10-08,,Winnipeg Jets,3.0,San Jose Sharks,4.0,OT,,,,0,1993
1992-10-09,,New Jersey Devils,4.0,Philadelphia Flyers,6.0,,,,,0,1993
1992-10-09,,New York Rangers,4.0,Washington Capitals,2.0,,,,,0,1993
1992-10-10,,New York Islanders,3.0,Boston Bruins,3.0,OT,,,,0,1993
1992-10-10,,Toronto Maple Leafs,2.0,Calgary Flames,3.0,,,,,0,1993
1992-10-10,,Buffalo Sabres,5.0,Hartford Whalers,2.0,,,,,0,1993
1992-10-10,,Winnipeg Jets,3.0,Los Angeles Kings,6.0,,,,,0,1993
1992-10-10,,Tampa Bay Lightning,1.0,Minnesota North Stars,2.0,,,,,0,1993
1992-10-10,,Pittsburgh Penguins,3.0,Montreal Canadiens,3.0,OT,,,,0,1993
1992-10-10,,New York Rangers,2.0,New Jersey Devils,4.0,,,,,0,1993
1992-10-10,,Ottawa Senators,2.0,Quebec Nordiques,9.0,,,,,0,1993
1992-10-10,,Detroit Red Wings,6.0,San Jose Sharks,3.0,,,,,0,1993
1992-10-10,,Chicago Blackhawks,3.0,St. Louis Blues,0.0,,,,,0,1993
1992-10-10,,Edmonton Oilers,2.0,Vancouver Canucks,5.0,,,,,0,1993
1992-10-10,,Philadelphia Flyers,4.0,Washington Capitals,2.0,,,,,0,1993
1992-10-11,,Montreal Canadiens,2.0,Buffalo Sabres,8.0,,,,,0,1993
1992-10-11,,Tampa Bay Lightning,4.0,Chicago Blackhawks,4.0,OT,,,,0,1993
1992-10-11,,Toronto Maple Leafs,3.0,Edmonton Oilers,3.0,OT,,,,0,1993
1992-10-12,,Ottawa Senators,3.0,Boston Bruins,6.0,,,,,0,1993
1992-10-12,,Washington Capitals,2.0,New Jersey Devils,4.0,,,,,0,1993
1992-10-12,,Hartford Whalers,2.0,New York Rangers,6.0,,,,,0,1993
1992-10-12,,Winnipeg Jets,1.0,Vancouver Canucks,8.0,,,,,0,1993
1992-10-13,,San Jose Sharks,1.0,Los Angeles Kings,2.0,,,,,0,1993
1992-10-13,,Calgary Flames,4.0,Minnesota North Stars,3.0,,"8,783",,"at Saskatchewan Place (Saskatoon, SK)",0,1993
1992-10-13,,Buffalo Sabres,5.0,Pittsburgh Penguins,6.0,,,,,0,1993
1992-10-13,,Philadelphia Flyers,3.0,Quebec Nordiques,6.0,,,,,0,1993
1992-10-13,,Tampa Bay Lightning,2.0,St. Louis Blues,1.0,,,,,0,1993
1992-10-14,,Ottawa Senators,1.0,Hartford Whalers,4.0,,,,,0,1993
1992-10-14,,New Jersey Devils,1.0,New York Rangers,6.0,,,,,0,1993
1992-10-14,,Edmonton Oilers,3.0,Winnipeg Jets,7.0,,,,,0,1993
1992-10-15,,Edmonton Oilers,4.0,Chicago Blackhawks,3.0,OT,,,,0,1993
1992-10-15,,Quebec Nordiques,4.0,Detroit Red Wings,2.0,,,,,0,1993
1992-10-15,,Calgary Flames,0.0,Los Angeles Kings,4.0,,,,,0,1993
1992-10-15,,New York Islanders,5.0,Philadelphia Flyers,4.0,,,,,0,1993
1992-10-15,,Montreal Canadiens,2.0,Pittsburgh Penguins,5.0,,,,,0,1993
1992-10-15,,Boston Bruins,8.0,San Jose Sharks,2.0,,,,,0,1993
1992-10-15,,Minnesota North Stars,5.0,St. Louis Blues,4.0,,,,,0,1993
1992-10-15,,Tampa Bay Lightning,3.0,Toronto Maple Leafs,5.0,,,,,0,1993
1992-10-16,,Tampa Bay Lightning,4.0,Buffalo Sabres,5.0,OT,,,,0,1993
1992-10-16,,Vancouver Canucks,6.0,Winnipeg Jets,2.0,,,,,0,1993
1992-10-16,,Ottawa Senators,1.0,Washington Capitals,5.0,,,,,0,1993
1992-10-17,,Edmonton Oilers,2.0,Detroit Red Wings,4.0,,,,,0,1993
1992-10-17,,Pittsburgh Penguins,7.0,Hartford Whalers,3.0,,,,,0,1993
1992-10-17,,Boston Bruins,6.0,Los Angeles Kings,8.0,,,,,0,1993
1992-10-17,,Minnesota North Stars,1.0,Montreal Canadiens,8.0,,,,,0,1993
1992-10-17,,Philadelphia Flyers,0.0,New Jersey Devils,2.0,,,,,0,1993
1992-10-17,,New York Rangers,3.0,New York Islanders,6.0,,,,,0,1993
1992-10-17,,St. Louis Blues,6.0,Quebec Nordiques,5.0,,,,,0,1993
1992-10-17,,Calgary Flames,6.0,San Jose Sharks,2.0,,,,,0,1993
1992-10-17,,Chicago Blackhawks,3.0,Toronto Maple Leafs,4.0,,,,,0,1993
1992-10-17,,Buffalo Sabres,4.0,Washington Capitals,6.0,,,,,0,1993
1992-10-18,,Vancouver Canucks,1.0,Chicago Blackhawks,3.0,,,,,0,1993
1992-10-18,,New York Islanders,3.0,New York Rangers,4.0,,,,,0,1993
1992-10-18,,Winnipeg Jets,4.0,Philadelphia Flyers,5.0,,,,,0,1993
1992-10-18,,Minnesota North Stars,5.0,Toronto Maple Leafs,1.0,,,,,0,1993
1992-10-19,,St. Louis Blues,2.0,Montreal Canadiens,6.0,,,,,0,1993
1992-10-20,,Los Angeles Kings,2.0,Calgary Flames,6.0,,,,,0,1993
1992-10-20,,Winnipeg Jets,3.0,Detroit Red Wings,5.0,,,,,0,1993
1992-10-20,,Hartford Whalers,5.0,New Jersey Devils,4.0,,,,,0,1993
1992-10-20,,Philadelphia Flyers,3.0,New York Islanders,4.0,,,,,0,1993
1992-10-20,,Vancouver Canucks,1.0,Pittsburgh Penguins,5.0,,,,,0,1993
1992-10-20,,Edmonton Oilers,1.0,Tampa Bay Lightning,6.0,,,,,0,1993
1992-10-20,,Ottawa Senators,3.0,Toronto Maple Leafs,5.0,,,,"at Copps Coliseum (Hamilton, ON)",0,1993
1992-10-21,,Chicago Blackhawks,1.0,Buffalo Sabres,4.0,,,,,0,1993
1992-10-21,,San Jose Sharks,4.0,Montreal Canadiens,8.0,,,,,0,1993
1992-10-21,,Washington Capitals,1.0,New York Rangers,2.0,,,,,0,1993
1992-10-21,,Quebec Nordiques,5.0,St. Louis Blues,5.0,OT,,,,0,1993
1992-10-22,,Boston Bruins,4.0,Calgary Flames,2.0,,,,,0,1993
1992-10-22,,New Jersey Devils,6.0,Chicago Blackhawks,5.0,OT,,,,0,1993
1992-10-22,,Quebec Nordiques,2.0,Minnesota North Stars,5.0,,,,,0,1993
1992-10-22,,Hartford Whalers,5.0,Ottawa Senators,1.0,,,,,0,1993
1992-10-22,,Vancouver Canucks,4.0,Philadelphia Flyers,4.0,OT,,,,0,1993
1992-10-22,,Detroit Red Wings,6.0,Pittsburgh Penguins,9.0,,,,,0,1993
1992-10-22,,Toronto Maple Leafs,5.0,Tampa Bay Lightning,2.0,,,,,0,1993
1992-10-23,,San Jose Sharks,4.0,Buffalo Sabres,5.0,,,,,0,1993
1992-10-23,,Boston Bruins,6.0,Edmonton Oilers,3.0,,,,,0,1993
1992-10-23,,Montreal Canadiens,3.0,New York Rangers,3.0,OT,,,,0,1993
1992-10-23,,Los Angeles Kings,2.0,Winnipeg Jets,4.0,,,,,0,1993
1992-10-23,,New York Islanders,5.0,Washington Capitals,2.0,,,,,0,1993
1992-10-24,,Los Angeles Kings,5.0,Minnesota North Stars,5.0,OT,,,,0,1993
1992-10-24,,Pittsburgh Penguins,4.0,New Jersey Devils,3.0,,,,,0,1993
1992-10-24,,Hartford Whalers,2.0,New York Islanders,4.0,,,,,0,1993
1992-10-24,,New York Rangers,3.0,Ottawa Senators,2.0,OT,,,,0,1993
1992-10-24,,Montreal Canadiens,7.0,Philadelphia Flyers,6.0,,,,,0,1993
1992-10-24,,Detroit Red Wings,6.0,St. Louis Blues,1.0,,,,,0,1993
1992-10-24,,Quebec Nordiques,2.0,Tampa Bay Lightning,3.0,,,,,0,1993
1992-10-24,,San Jose Sharks,1.0,Toronto Maple Leafs,5.0,,,,,0,1993
1992-10-25,,Detroit Red Wings,2.0,Chicago Blackhawks,8.0,,,,,0,1993
1992-10-25,,Calgary Flames,4.0,Edmonton Oilers,0.0,,,,,0,1993
1992-10-25,,Boston Bruins,5.0,Vancouver Canucks,3.0,,,,,0,1993
1992-10-26,,Philadelphia Flyers,4.0,New York Rangers,8.0,,,,,0,1993
1992-10-26,,San Jose Sharks,1.0,St. Louis Blues,4.0,,,,,0,1993
1992-10-26,,Washington Capitals,2.0,Winnipeg Jets,6.0,,,,,0,1993
1992-10-27,,Los Angeles Kings,4.0,New York Islanders,3.0,,,,,0,1993
1992-10-27,,Pittsburgh Penguins,7.0,Ottawa Senators,2.0,,,,,0,1993
1992-10-27,,Tampa Bay Lightning,3.0,Quebec Nordiques,4.0,,,,,0,1993
1992-10-28,,San Jose Sharks,3.0,Detroit Red Wings,4.0,,,,,0,1993
1992-10-28,,Minnesota North Stars,2.0,Edmonton Oilers,5.0,,,,,0,1993
1992-10-28,,New Jersey Devils,4.0,Hartford Whalers,3.0,OT,,,,0,1993
1992-10-28,,Tampa Bay Lightning,3.0,Montreal Canadiens,4.0,,,,,0,1993
1992-10-28,,Buffalo Sabres,4.0,Toronto Maple Leafs,4.0,OT,,,,0,1993
1992-10-28,,Washington Capitals,3.0,Vancouver Canucks,4.0,,,,,0,1993
1992-10-28,,Calgary Flames,7.0,Winnipeg Jets,5.0,,,,,0,1993
1992-10-29,,Los Angeles Kings,3.0,Boston Bruins,8.0,,,,,0,1993
1992-10-29,,Philadelphia Flyers,5.0,Chicago Blackhawks,5.0,OT,,,,0,1993
1992-10-29,,Quebec Nordiques,6.0,New York Rangers,3.0,,,,,0,1993
1992-10-29,,Pittsburgh Penguins,4.0,St. Louis Blues,6.0,,,,,0,1993
1992-10-30,,Ottawa Senators,3.0,Buffalo Sabres,12.0,,,,,0,1993
1992-10-30,,Washington Capitals,3.0,Calgary Flames,1.0,,,,,0,1993
1992-10-30,,Toronto Maple Leafs,1.0,Detroit Red Wings,7.0,,,,,0,1993
1992-10-30,,New York Islanders,4.0,New Jersey Devils,1.0,,,,,0,1993
1992-10-30,,San Jose Sharks,2.0,Tampa Bay Lightning,1.0,,,,,0,1993
1992-10-30,,Minnesota North Stars,3.0,Vancouver Canucks,2.0,,,,,0,1993
1992-10-31,,Chicago Blackhawks,3.0,Boston Bruins,2.0,,,,,0,1993
1992-10-31,,Minnesota North Stars,3.0,Calgary Flames,5.0,,,,,0,1993
1992-10-31,,Washington Capitals,2.0,Edmonton Oilers,4.0,,,,,0,1993
1992-10-31,,Los Angeles Kings,7.0,Hartford Whalers,1.0,,,,,0,1993
1992-10-31,,New York Rangers,3.0,Montreal Canadiens,4.0,,,,,0,1993
1992-10-31,,New Jersey Devils,5.0,New York Islanders,3.0,,,,,0,1993
1992-10-31,,Buffalo Sabres,2.0,Ottawa Senators,2.0,OT,,,,0,1993
1992-10-31,,Winnipeg Jets,2.0,Quebec Nordiques,3.0,,,,,0,1993
1992-10-31,,Philadelphia Flyers,4.0,St. Louis Blues,6.0,,,,,0,1993
1992-10-31,,Detroit Red Wings,1.0,Toronto Maple Leafs,3.0,,,,,0,1993
1992-11-01,,San Jose Sharks,4.0,Chicago Blackhawks,4.0,OT,,,,0,1993
1992-11-01,,Pittsburgh Penguins,5.0,Tampa Bay Lightning,4.0,,,,,0,1993
1992-11-02,,Vancouver Canucks,3.0,Calgary Flames,5.0,,,,,0,1993
1992-11-02,,Winnipeg Jets,1.0,Montreal Canadiens,2.0,,,,,0,1993
1992-11-02,,Buffalo Sabres,6.0,New York Rangers,7.0,OT,,,,0,1993
1992-11-03,,Ottawa Senators,2.0,Edmonton Oilers,5.0,,,,,0,1993
1992-11-03,,Quebec Nordiques,3.0,Hartford Whalers,3.0,OT,,,,0,1993
1992-11-03,,New York Islanders,0.0,Pittsburgh Penguins,2.0,,,,,0,1993
1992-11-03,,St. Louis Blues,4.0,Tampa Bay Lightning,6.0,,,,,0,1993
1992-11-03,,Chicago Blackhawks,1.0,Washington Capitals,4.0,,"8,792",,"at Market Square Arena (Indianapolis, IN)",0,1993
1992-11-04,,Montreal Canadiens,4.0,Detroit Red Wings,3.0,,,,,0,1993
1992-11-04,,Philadelphia Flyers,1.0,New York Rangers,3.0,,,,,0,1993
1992-11-04,,Calgary Flames,5.0,Vancouver Canucks,5.0,OT,,,,0,1993
1992-11-05,,Quebec Nordiques,4.0,Boston Bruins,6.0,,,,,0,1993
1992-11-05,,Ottawa Senators,4.0,Calgary Flames,8.0,,,,,0,1993
1992-11-05,,Toronto Maple Leafs,0.0,Chicago Blackhawks,1.0,,,,,0,1993
1992-11-05,,New Jersey Devils,2.0,Los Angeles Kings,5.0,,,,,0,1993
1992-11-05,,New York Islanders,0.0,Minnesota North Stars,3.0,,,,,0,1993
1992-11-05,,St. Louis Blues,4.0,Pittsburgh Penguins,8.0,,,,,0,1993
1992-11-05,,Buffalo Sabres,5.0,San Jose Sharks,7.0,,,,,0,1993
1992-11-06,,Hartford Whalers,2.0,Detroit Red Wings,5.0,,,,,0,1993
1992-11-06,,Ottawa Senators,1.0,Vancouver Canucks,4.0,,,,,0,1993
1992-11-06,,Edmonton Oilers,6.0,Winnipeg Jets,1.0,,,,,0,1993
1992-11-06,,Tampa Bay Lightning,2.0,Washington Capitals,2.0,OT,,,,0,1993
1992-11-07,,New York Rangers,2.0,Boston Bruins,2.0,OT,,,,0,1993
1992-11-07,,Washington Capitals,6.0,Hartford Whalers,2.0,,,,,0,1993
1992-11-07,,Buffalo Sabres,2.0,Los Angeles Kings,5.0,,,,,0,1993
1992-11-07,,Edmonton Oilers,2.0,Minnesota North Stars,2.0,OT,,,,0,1993
1992-11-07,,Detroit Red Wings,1.0,Montreal Canadiens,5.0,,,,,0,1993
1992-11-07,,Tampa Bay Lightning,6.0,New York Islanders,5.0,OT,,,,0,1993
1992-11-07,,St. Louis Blues,2.0,Philadelphia Flyers,4.0,,,,,0,1993
1992-11-07,,Chicago Blackhawks,7.0,Quebec Nordiques,4.0,,,,,0,1993
1992-11-07,,New Jersey Devils,6.0,San Jose Sharks,1.0,,,,,0,1993
1992-11-07,,Pittsburgh Penguins,2.0,Toronto Maple Leafs,4.0,,,,,0,1993
1992-11-08,,Pittsburgh Penguins,2.0,Chicago Blackhawks,7.0,,,,,0,1993
1992-11-08,,Calgary Flames,5.0,Quebec Nordiques,5.0,OT,,,,0,1993
1992-11-08,,Los Angeles Kings,11.0,San Jose Sharks,4.0,,,,,0,1993
1992-11-08,,Winnipeg Jets,1.0,Vancouver Canucks,6.0,,,,,0,1993
1992-11-09,,Calgary Flames,2.0,Montreal Canadiens,5.0,,,,,0,1993
1992-11-09,,Tampa Bay Lightning,5.0,New York Rangers,1.0,,,,,0,1993
1992-11-09,,Toronto Maple Leafs,3.0,Ottawa Senators,1.0,,,,,0,1993
1992-11-10,,Pittsburgh Penguins,4.0,Minnesota North Stars,1.0,,,,,0,1993
1992-11-10,,Edmonton Oilers,4.0,St. Louis Blues,4.0,OT,,,,0,1993
1992-11-10,,San Jose Sharks,2.0,Vancouver Canucks,6.0,,,,,0,1993
1992-11-10,,Los Angeles Kings,4.0,Winnipeg Jets,4.0,OT,,,,0,1993
1992-11-11,,Boston Bruins,2.0,Buffalo Sabres,7.0,,,,,0,1993
1992-11-11,,Calgary Flames,4.0,Hartford Whalers,3.0,,,,,0,1993
1992-11-11,,Montreal Canadiens,8.0,New Jersey Devils,3.0,,,,,0,1993
1992-11-11,,Washington Capitals,7.0,New York Rangers,4.0,,,,,0,1993
1992-11-11,,Quebec Nordiques,7.0,Ottawa Senators,3.0,,,,,0,1993
1992-11-11,,Detroit Red Wings,4.0,Tampa Bay Lightning,6.0,,,,,0,1993
1992-11-12,,Calgary Flames,3.0,Boston Bruins,5.0,,,,,0,1993
1992-11-12,,St. Louis Blues,0.0,Chicago Blackhawks,1.0,,,,,0,1993
1992-11-12,,Vancouver Canucks,4.0,Los Angeles Kings,7.0,,,,,0,1993
1992-11-12,,Winnipeg Jets,7.0,Minnesota North Stars,2.0,,,,,0,1993
1992-11-12,,New York Islanders,5.0,Philadelphia Flyers,8.0,,,,,0,1993
1992-11-12,,Quebec Nordiques,4.0,Pittsburgh Penguins,4.0,OT,,,,0,1993
1992-11-12,,Edmonton Oilers,4.0,San Jose Sharks,3.0,,,,,0,1993
1992-11-13,,Hartford Whalers,2.0,Buffalo Sabres,8.0,,,,,0,1993
1992-11-13,,Pittsburgh Penguins,0.0,Detroit Red Wings,8.0,,,,,0,1993
1992-11-13,,Washington Capitals,0.0,New Jersey Devils,3.0,,,,,0,1993
1992-11-13,,Ottawa Senators,0.0,Tampa Bay Lightning,1.0,,,,,0,1993
1992-11-14,,Toronto Maple Leafs,4.0,Boston Bruins,1.0,,,,,0,1993
1992-11-14,,Detroit Red Wings,2.0,Hartford Whalers,0.0,,,,,0,1993
1992-11-14,,Edmonton Oilers,2.0,Los Angeles Kings,6.0,,,,,0,1993
1992-11-14,,Chicago Blackhawks,0.0,Minnesota North Stars,3.0,,,,,0,1993
1992-11-14,,Philadelphia Flyers,4.0,Montreal Canadiens,3.0,OT,,,,0,1993
1992-11-14,,Buffalo Sabres,5.0,New York Islanders,7.0,,,,,0,1993
1992-11-14,,New York Rangers,3.0,Quebec Nordiques,6.0,,,,,0,1993
1992-11-14,,Vancouver Canucks,5.0,San Jose Sharks,2.0,,,,,0,1993
1992-11-14,,Winnipeg Jets,2.0,St. Louis Blues,4.0,,,,,0,1993
1992-11-14,,Calgary Flames,5.0,Tampa Bay Lightning,3.0,,,,,0,1993
1992-11-14,,New Jersey Devils,4.0,Washington Capitals,3.0,OT,,,,0,1993
1992-11-15,,Minnesota North Stars,1.0,Chicago Blackhawks,2.0,,,,,0,1993
1992-11-15,,Ottawa Senators,2.0,Philadelphia Flyers,7.0,,,,,0,1993
1992-11-16,,Boston Bruins,3.0,Montreal Canadiens,6.0,,,,,0,1993
