season,team,conferenceName,divisionName,points,gamesPlayed,wins,losses,otLosses,ties,regulationWins,regulationPlusOtWins,goalFor,goalAgainst,leagueSequence,conferenceSequence,divisionSequence,wildcardSequence
1992,Chicago Blackhawks,Clarence Campbell,Norris,87,80,36,29,0,15,34,36,257,236,8,3,2,0
1992,Boston Bruins,Prince of Wales,Adams,84,80,36,32,0,12,30,36,270,275,9,6,2,0
1992,Los Angeles Kings,Clarence Campbell,Smythe,84,80,35,31,0,14,34,35,287,296,10,4,2,0
1992,St. Louis Blues,Clarence Campbell,Norris,83,80,36,33,0,11,34,36,279,266,11,5,3,0
1992,Edmonton Oilers,Clarence Campbell,Smythe,82,80,36,34,0,10,36,36,295,297,12,6,3,0
1992,Winnipeg Jets,Clarence Campbell,Smythe,81,80,33,32,0,15,32,33,251,244,13,7,4,0
1992,New York Islanders,Prince of Wales,Patrick,79,80,34,35,0,11,31,34,291,299,14,7,5,0
1992,Philadelphia Flyers,Prince of Wales,Patrick,75,80,32,37,0,11,30,32,252,273,15,8,6,0
1992,Calgary Flames,Clarence Campbell,Smythe,74,80,31,37,0,12,29,31,296,305,16,8,5,0
1992,Buffalo Sabres,Prince of Wales,Adams,74,80,31,37,0,12,29,31,289,299,17,9,3,0
1992,Minnesota North Stars,Clarence Campbell,Norris,70,80,32,42,0,6,32,32,246,278,18,9,4,0
1992,Toronto Maple Leafs,Clarence Campbell,Norris,67,80,30,43,0,7,26,30,234,294,19,10,5,0
1992,Hartford Whalers,Prince of Wales,Adams,65,80,26,41,0,13,24,26,247,283,20,10,4,0
1992,Quebec Nordiques,Prince of Wales,Adams,52,80,20,48,0,12,20,20,255,318,21,11,5,0
1992,San Jose Sharks,Clarence Campbell,Smythe,39,80,17,58,0,5,16,17,219,359,22,11,6,0
1993,Pittsburgh Penguins,Prince of Wales,Patrick,119,84,56,21,0,7,53,56,367,268,1,1,1,0
1993,Boston Bruins,Prince of Wales,Adams,109,84,51,26,0,7,46,51,332,268,2,2,1,0
1993,Chicago Blackhawks,Clarence Campbell,Norris,106,84,47,25,0,12,46,47,279,230,3,1,1,0
1993,Quebec Nordiques,Prince of Wales,Adams,104,84,47,27,0,10,43,47,351,300,4,3,2,0
1993,Detroit Red Wings,Clarence Campbell,Norris,103,84,47,28,0,9,45,47,369,280,5,2,2,0
1993,Montreal Canadiens,Prince of Wales,Adams,102,84,48,30,0,6,43,48,326,280,6,4,3,0
1993,Vancouver Canucks,Clarence Campbell,Smythe,101,84,46,29,0,9,45,46,346,278,7,3,1,0
1993,Toronto Maple Leafs,Clarence Campbell,Norris,99,84,44,29,0,11,43,44,288,241,8,4,3,0
1993,Calgary Flames,Clarence Campbell,Smythe,97,84,43,30,0,11,39,43,322,282,9,5,2,0
1993,Washington Capitals,Prince of Wales,Patrick,93,84,43,34,0,7,41,43,325,286,10,5,2,0
1993,Los Angeles Kings,Clarence Campbell,Smythe,88,84,39,35,0,10,37,39,338,340,11,6,3,0
1993,Winnipeg Jets,Clarence Campbell,Smythe,87,84,40,37,0,7,38,40,322,320,12,7,4,0
1993,New York Islanders,Prince of Wales,Patrick,87,84,40,37,0,7,37,40,335,297,13,6,3,0
1993,New Jersey Devils,Prince of Wales,Patrick,87,84,40,37,0,7,36,40,308,299,14,7,4,0
1993,Buffalo Sabres,Prince of Wales,Adams,86,84,38,36,0,10,34,38,335,297,15,8,4,0
1993,St. Louis Blues,Clarence Campbell,Norris,85,84,37,36,0,11,35,37,282,278,16,8,4,0
1993,Philadelphia Flyers,Prince of Wales,Patrick,83,84,36,37,0,11,32,36,319,319,17,9,5,0
1993,Minnesota North Stars,Clarence Campbell,Norris,82,84,36,38,0,10,36,36,272,293,18,9,5,0
1993,New York Rangers,Prince of Wales,Patrick,79,84,34,39,0,11,32,34,304,308,19,10,6,0
1993,Edmonton Oilers,Clarence Campbell,Smythe,60,84,26,50,0,8,21,26,242,337,20,10,5,0
1993,Hartford Whalers,Prince of Wales,Adams,58,84,26,52,0,6,23,26,284,369,21,11,5,0
1993,Tampa Bay Lightning,Clarence Campbell,Norris,53,84,23,54,0,7,20,23,245,332,22,11,6,0
1993,San Jose Sharks,Clarence Campbell,Smythe,24,84,11,71,0,2,8,11,218,414,23,12,6,0
1993,Ottawa Senators,Prince of Wales,Adams,24,84,10,70,0,4,10,10,202,395,24,12,6,0
1994,New York Rangers,Eastern,Atlantic,112,84,52,24,0,8,49,52,299,231,1,1,1,0
1994,New Jersey Devils,Eastern,Atlantic,106,84,47,25,0,12,46,47,306,220,2,2,2,0
1994,Pittsburgh Penguins,Eastern,Northeast,101,84,44,27,0,13,40,44,299,285,3,3,1,0
1994,Detroit Red Wings,Western,Central,100,84,46,30,0,8,41,46,356,275,4,1,1,0
1994,Toronto Maple Leafs,Western,Central,98,84,43,29,0,12,39,43,280,243,5,2,2,0
1994,Boston Bruins,Eastern,Northeast,97,84,42,29,0,13,40,42,289,252,6,4,2,0
1994,Dallas Stars,Western,Central,97,84,42,29,0,13,36,42,286,265,7,4,3,0
1994,Calgary Flames,Western,Pacific,97,84,42,29,0,13,39,42,302,256,8,3,1,0
1994,Montreal Canadiens,Eastern,Northeast,96,84,41,29,0,14,38,41,283,248,9,5,3,0
1994,Buffalo Sabres,Eastern,Northeast,95,84,43,32,0,9,43,43,282,218,10,6,4,0
1994,St. Louis Blues,Western,Central,91,84,40,33,0,11,36,40,270,283,11,5,4,0
1994,Washington Capitals,Eastern,Atlantic,88,84,39,35,0,10,37,39,277,263,12,7,3,0
1994,Chicago Blackhawks,Western,Central,87,84,39,36,0,9,37,39,254,240,13,6,5,0
1994,Vancouver Canucks,Western,Pacific,85,84,41,40,0,3,36,41,279,276,14,7,2,0
1994,New York Islanders,Eastern,Atlantic,84,84,36,36,0,12,31,36,282,264,15,8,4,0
1994,Florida Panthers,Eastern,Atlantic,83,84,33,34,0,17,31,33,233,233,16,9,5,0
1994,San Jose Sharks,Western,Pacific,82,84,33,35,0,16,31,33,252,265,17,8,3,0
1994,Philadelphia Flyers,Eastern,Atlantic,80,84,35,39,0,10,32,35,294,314,18,10,6,0
1994,Quebec Nordiques,Eastern,Northeast,76,84,34,42,0,8,34,34,277,292,19,11,5,0
1994,Anaheim Ducks,Western,Pacific,71,84,33,46,0,5,31,33,229,251,20,9,4,0
1994,Tampa Bay Lightning,Eastern,Atlantic,71,84,30,43,0,11,27,30,224,251,21,12,7,0
1994,Los Angeles Kings,Western,Pacific,66,84,27,45,0,12,24,27,294,322,22,10,5,0
1994,Edmonton Oilers,Western,Pacific,64,84,25,45,0,14,24,25,261,305,23,11,6,0
1994,Hartford Whalers,Eastern,Northeast,63,84,27,48,0,9,23,27,227,288,24,13,6,0
1994,Winnipeg Jets,Western,Central,57,84,24,51,0,9,23,24,245,344,25,12,6,0
1994,Ottawa Senators,Eastern,Northeast,37,84,14,61,0,9,10,14,201,397,26,14,7,0
1995,Detroit Red Wings,Western,Central,70,48,33,11,0,4,33,33,180,117,1,1,1,0
1995,Quebec Nordiques,Eastern,Northeast,65,48,30,13,0,5,29,30,185,134,2,1,1,0
1995,Pittsburgh Penguins,Eastern,Northeast,61,48,29,16,0,3,28,29,181,158,3,2,2,0
1995,St. Louis Blues,Western,Central,61,48,28,15,0,5,27,28,178,135,4,2,2,0
1995,Philadelphia Flyers,Eastern,Atlantic,60,48,28,16,0,4,25,28,150,132,5,3,1,0
1995,Boston Bruins,Eastern,Northeast,57,48,27,18,0,3,25,27,150,127,6,4,3,0
1995,Calgary Flames,Western,Pacific,55,48,24,17,0,7,23,24,163,135,7,3,1,0
1995,Chicago Blackhawks,Western,Central,53,48,24,19,0,5,22,24,156,115,8,4,3,0
1995,New Jersey Devils,Eastern,Atlantic,52,48,22,18,0,8,21,22,136,121,9,5,2,0
1995,Washington Capitals,Eastern,Atlantic,52,48,22,18,0,8,22,22,136,120,10,6,3,0
1995,Buffalo Sabres,Eastern,Northeast,51,48,22,19,0,7,21,22,130,119,11,7,4,0
1995,Toronto Maple Leafs,Western,Central,50,48,21,19,0,8,21,21,135,146,12,5,4,0
1995,Vancouver Canucks,Western,Pacific,48,48,18,18,0,12,18,18,153,148,13,6,2,0
1995,New York Rangers,Eastern,Atlantic,47,48,22,23,0,3,22,22,139,134,14,8,4,0
1995,Florida Panthers,Eastern,Atlantic,46,48,20,22,0,6,20,20,115,127,15,9,5,0
1995,Hartford Whalers,Eastern,Northeast,43,48,19,24,0,5,15,19,127,141,16,10,5,0
1995,Montreal Canadiens,Eastern,Northeast,43,48,18,23,0,7,17,18,125,148,17,11,6,0
1995,San Jose Sharks,Western,Pacific,42,48,19,25,0,4,18,19,129,161,18,7,3,0
1995,Dallas Stars,Western,Central,42,48,17,23,0,8,17,17,136,135,19,8,5,0
1995,Los Angeles Kings,Western,Pacific,41,48,16,23,0,9,16,16,142,174,20,9,4,0
1995,Winnipeg Jets,Western,Central,39,48,16,25,0,7,16,16,157,177,21,10,6,0
1995,Edmonton Oilers,Western,Pacific,38,48,17,27,0,4,16,17,136,183,22,11,5,0
1995,Tampa Bay Lightning,Eastern,Atlantic,37,48,17,28,0,3,15,17,120,144,23,12,6,0
1995,Anaheim Ducks,Western,Pacific,37,48,16,27,0,5,14,16,125,164,24,12,6,0
1995,New York Islanders,Eastern,Atlantic,35,48,15,28,0,5,14,15,126,158,25,13,7,0
1995,Ottawa Senators,Eastern,Northeast,23,48,9,34,0,5,8,9,117,174,26,14,7,0
1996,Detroit Red Wings,Western,Central,131,82,62,13,0,7,59,62,325,181,1,1,1,0
1996,Colorado Avalanche,Western,Pacific,104,82,47,25,0,10,45,47,326,240,2,2,1,0
1996,Philadelphia Flyers,Eastern,Atlantic,103,82,45,24,0,13,41,45,282,208,3,1,1,0
1996,Pittsburgh Penguins,Eastern,Northeast,102,82,49,29,0,4,46,49,362,284,4,2,1,0
1996,New York Rangers,Eastern,Atlantic,96,82,41,27,0,14,39,41,272,237,5,3,2,0
1996,Chicago Blackhawks,Western,Central,94,82,40,28,0,14,39,40,273,220,6,3,2,0
1996,Florida Panthers,Eastern,Atlantic,92,82,41,31,0,10,41,41,254,234,7,4,3,0
1996,Boston Bruins,Eastern,Northeast,91,82,40,31,0,11,38,40,282,269,8,5,2,0
1996,Montreal Canadiens,Eastern,Northeast,90,82,40,32,0,10,38,40,265,248,9,6,3,0
1996,Washington Capitals,Eastern,Atlantic,89,82,39,32,0,11,35,39,234,204,10,7,4,0
1996,Tampa Bay Lightning,Eastern,Atlantic,88,82,38,32,0,12,35,38,238,248,11,8,5,0
1996,New Jersey Devils,Eastern,Atlantic,86,82,37,33,0,12,30,37,215,202,12,9,6,0
1996,Toronto Maple Leafs,Western,Central,80,82,34,36,0,12,30,34,247,252,13,4,3,0
1996,St. Louis Blues,Western,Central,80,82,32,34,0,16,31,32,219,248,14,5,4,0
1996,Calgary Flames,Western,Pacific,79,82,34,37,0,11,32,34,241,240,15,6,2,0
1996,Vancouver Canucks,Western,Pacific,79,82,32,35,0,15,31,32,278,278,16,7,3,0
1996,Winnipeg Jets,Western,Central,78,82,36,40,0,6,34,36,275,291,17,8,5,0
1996,Anaheim Ducks,Western,Pacific,78,82,35,39,0,8,29,35,234,247,18,9,4,0
1996,Hartford Whalers,Eastern,Northeast,77,82,34,39,0,9,32,34,237,259,19,10,4,0
1996,Buffalo Sabres,Eastern,Northeast,73,82,33,42,0,7,31,33,247,262,20,11,5,0
1996,Edmonton Oilers,Western,Pacific,68,82,30,44,0,8,26,30,240,304,21,10,5,0
1996,Dallas Stars,Western,Central,66,82,26,42,0,14,25,26,227,280,22,11,6,0
1996,Los Angeles Kings,Western,Pacific,66,82,24,40,0,18,21,24,256,302,23,12,6,0
1996,New York Islanders,Eastern,Atlantic,54,82,22,50,0,10,20,22,229,315,24,12,7,0
1996,San Jose Sharks,Western,Pacific,47,82,20,55,0,7,19,20,252,357,25,13,7,0
1996,Ottawa Senators,Eastern,Northeast,41,82,18,59,0,5,18,18,191,291,26,13,6,0
1997,Colorado Avalanche,Western,Pacific,107,82,49,24,0,9,46,49,277,205,1,1,1,0
1997,Dallas Stars,Western,Central,104,82,48,26,0,8,44,48,252,198,2,2,1,0
1997,New Jersey Devils,Eastern,Atlantic,104,82,45,23,0,14,44,45,231,182,3,1,1,0
1997,Philadelphia Flyers,Eastern,Atlantic,103,82,45,24,0,13,42,45,274,217,4,2,2,0
1997,Detroit Red Wings,Western,Central,94,82,38,26,0,18,31,38,253,197,5,3,2,0
1997,Buffalo Sabres,Eastern,Northeast,92,82,40,30,0,12,35,40,237,208,6,3,1,0
1997,Florida Panthers,Eastern,Atlantic,89,82,35,28,0,19,32,35,221,201,7,4,3,0
1997,New York Rangers,Eastern,Atlantic,86,82,38,34,0,10,35,38,258,231,8,5,4,0
1997,Anaheim Ducks,Western,Pacific,85,82,36,33,0,13,33,36,245,233,9,4,2,0
1997,Pittsburgh Penguins,Eastern,Northeast,84,82,38,36,0,8,37,38,285,280,10,6,2,0
1997,Arizona Coyotes,Western,Central,83,82,38,37,0,7,33,38,240,243,11,5,3,0
1997,St. Louis Blues,Western,Central,83,82,36,35,0,11,35,36,236,239,12,6,4,0
1997,Edmonton Oilers,Western,Pacific,81,82,36,37,0,9,35,36,252,247,13,7,3,0
1997,Chicago Blackhawks,Western,Central,81,82,34,35,0,13,33,34,223,210,14,8,5,0
1997,Vancouver Canucks,Western,Pacific,77,82,35,40,0,7,30,35,257,273,15,9,4,0
1997,Ottawa Senators,Eastern,Northeast,77,82,31,36,0,15,31,31,226,234,16,7,3,0
1997,Montreal Canadiens,Eastern,Northeast,77,82,31,36,0,15,29,31,249,276,17,8,4,0
1997,Washington Capitals,Eastern,Atlantic,75,82,33,40,0,9,31,33,214,231,18,9,5,0
1997,Hartford Whalers,Eastern,Northeast,75,82,32,39,0,11,29,32,226,256,19,10,5,0
1997,Tampa Bay Lightning,Eastern,Atlantic,74,82,32,40,0,10,28,32,217,247,20,11,6,0
1997,Calgary Flames,Western,Pacific,73,82,32,41,0,9,29,32,214,239,21,10,5,0
1997,New York Islanders,Eastern,Atlantic,70,82,29,41,0,12,26,29,240,250,22,12,7,0
1997,Toronto Maple Leafs,Western,Central,68,82,30,44,0,8,29,30,230,273,23,11,6,0
1997,Los Angeles Kings,Western,Pacific,67,82,28,43,0,11,28,28,214,268,24,12,6,0
1997,San Jose Sharks,Western,Pacific,62,82,27,47,0,8,24,27,211,278,25,13,7,0
1997,Boston Bruins,Eastern,Northeast,61,82,26,47,0,9,23,26,234,300,26,13,6,0
1998,Dallas Stars,Western,Central,109,82,49,22,0,11,44,49,242,167,1,1,1,0
1998,New Jersey Devils,Eastern,Atlantic,107,82,48,23,0,11,46,48,225,166,2,1,1,0
1998,Detroit Red Wings,Western,Central,103,82,44,23,0,15,44,44,250,196,3,2,2,0
1998,St. Louis Blues,Western,Central,98,82,45,29,0,8,43,45,256,204,4,3,3,0
1998,Pittsburgh Penguins,Eastern,Northeast,98,82,40,24,0,18,37,40,228,188,5,2,1,0
1998,Philadelphia Flyers,Eastern,Atlantic,95,82,42,29,0,11,39,42,242,193,6,3,2,0
1998,Colorado Avalanche,Western,Pacific,95,82,39,26,0,17,37,39,231,205,7,4,1,0
1998,Washington Capitals,Eastern,Atlantic,92,82,40,30,0,12,36,40,219,202,8,4,3,0
1998,Boston Bruins,Eastern,Northeast,91,82,39,30,0,13,36,39,221,194,9,5,2,0
1998,Buffalo Sabres,Eastern,Northeast,89,82,36,29,0,17,33,36,211,187,10,6,3,0
1998,Los Angeles Kings,Western,Pacific,87,82,38,33,0,11,35,38,227,225,11,5,2,0
1998,Montreal Canadiens,Eastern,Northeast,87,82,37,32,0,13,34,37,235,208,12,7,4,0
1998,Ottawa Senators,Eastern,Northeast,83,82,34,33,0,15,32,34,193,200,13,8,5,0
1998,Arizona Coyotes,Western,Central,82,82,35,35,0,12,35,35,224,227,14,6,4,0
1998,Edmonton Oilers,Western,Pacific,80,82,35,37,0,10,32,35,215,224,15,7,3,0
1998,San Jose Sharks,Western,Pacific,78,82,34,38,0,10,34,34,210,216,16,8,4,0
1998,Carolina Hurricanes,Eastern,Northeast,74,82,33,41,0,8,31,33,200,219,17,9,6,0
1998,Chicago Blackhawks,Western,Central,73,82,30,39,0,13,29,30,192,199,18,9,5,0
1998,New York Islanders,Eastern,Atlantic,71,82,30,41,0,11,30,30,212,225,19,10,4,0
1998,Toronto Maple Leafs,Western,Central,69,82,30,43,0,9,29,30,194,237,20,10,6,0
1998,New York Rangers,Eastern,Atlantic,68,82,25,39,0,18,23,25,197,231,21,11,5,0
1998,Calgary Flames,Western,Pacific,67,82,26,41,0,15,22,26,217,252,22,11,5,0
1998,Anaheim Ducks,Western,Pacific,65,82,26,43,0,13,23,26,205,261,23,12,6,0
1998,Vancouver Canucks,Western,Pacific,64,82,25,43,0,14,25,25,224,273,24,13,7,0
1998,Florida Panthers,Eastern,Atlantic,63,82,24,43,0,15,21,24,203,256,25,12,6,0
1998,Tampa Bay Lightning,Eastern,Atlantic,44,82,17,55,0,10,17,17,151,269,26,13,7,0
1999,Dallas Stars,Western,Pacific,114,82,51,19,0,12,48,51,236,168,1,1,1,0
1999,New Jersey Devils,Eastern,Atlantic,105,82,47,24,0,11,44,47,248,196,2,1,1,0
1999,Ottawa Senators,Eastern,Northeast,103,82,44,23,0,15,43,44,239,179,3,2,1,0
1999,Colorado Avalanche,Western,Northwest,98,82,44,28,0,10,42,44,239,205,4,2,1,0
1999,Toronto Maple Leafs,Eastern,Northeast,97,82,45,30,0,7,39,45,268,231,5,4,2,0
1999,Detroit Red Wings,Western,Central,93,82,43,32,0,7,41,43,245,202,6,3,1,0
1999,Philadelphia Flyers,Eastern,Atlantic,93,82,37,26,0,19,35,37,231,196,7,5,2,0
1999,Boston Bruins,Eastern,Northeast,91,82,39,30,0,13,37,39,214,181,8,6,3,0
1999,Buffalo Sabres,Eastern,Northeast,91,82,37,28,0,17,34,37,207,175,9,7,4,0
1999,Arizona Coyotes,Western,Pacific,90,82,39,31,0,12,37,39,205,197,10,4,2,0
1999,Pittsburgh Penguins,Eastern,Atlantic,90,82,38,30,0,14,31,38,242,225,11,8,3,0
1999,St. Louis Blues,Western,Central,87,82,37,32,0,13,36,37,237,209,12,5,2,0
1999,Carolina Hurricanes,Eastern,Southeast,86,82,34,30,0,18,33,34,210,202,13,3,1,0
1999,Anaheim Ducks,Western,Pacific,83,82,35,34,0,13,34,35,215,206,14,6,3,0
1999,San Jose Sharks,Western,Pacific,80,82,31,33,0,18,30,31,196,191,15,7,4,0
1999,Edmonton Oilers,Western,Northwest,78,82,33,37,0,12,30,33,230,226,16,8,2,0
1999,Florida Panthers,Eastern,Southeast,78,82,30,34,0,18,29,30,210,228,17,9,2,0
1999,New York Rangers,Eastern,Atlantic,77,82,33,38,0,11,28,33,217,227,18,10,4,0
1999,Montreal Canadiens,Eastern,Northeast,75,82,32,39,0,11,32,32,184,209,19,11,5,0
1999,Calgary Flames,Western,Northwest,72,82,30,40,0,12,27,30,211,234,20,9,3,0
1999,Chicago Blackhawks,Western,Central,70,82,29,41,0,12,28,29,202,248,21,10,3,0
1999,Los Angeles Kings,Western,Pacific,69,82,32,45,0,5,27,32,189,222,22,11,5,0
1999,Washington Capitals,Eastern,Southeast,68,82,31,45,0,6,29,31,200,218,23,12,3,0
1999,Nashville Predators,Western,Central,63,82,28,47,0,7,27,28,190,261,24,12,4,0
1999,New York Islanders,Eastern,Atlantic,58,82,24,48,0,10,23,24,194,244,25,13,5,0
1999,Vancouver Canucks,Western,Northwest,58,82,23,47,0,12,23,23,192,258,26,13,4,0
1999,Tampa Bay Lightning,Eastern,Southeast,47,82,19,54,0,9,18,19,179,292,27,14,4,0
2000,St. Louis Blues,Western,Central,114,82,51,19,1,11,46,51,248,165,1,1,1,0
2000,Detroit Red Wings,Western,Central,108,82,48,22,2,10,44,48,278,210,2,4,2,0
2000,Philadelphia Flyers,Eastern,Atlantic,105,82,45,22,3,12,39,45,237,179,3,1,1,0
2000,New Jersey Devils,Eastern,Atlantic,103,82,45,24,5,8,42,45,251,203,4,4,2,0
2000,Washington Capitals,Eastern,Southeast,102,82,44,24,2,12,39,44,227,194,5,2,1,0
2000,Dallas Stars,Western,Pacific,102,82,43,23,6,10,40,43,211,184,6,2,1,0
2000,Toronto Maple Leafs,Eastern,Northeast,100,82,45,27,3,7,38,45,246,222,7,3,1,0
2000,Florida Panthers,Eastern,Southeast,98,82,43,27,6,6,40,43,244,209,8,5,2,0
2000,Colorado Avalanche,Western,Northwest,96,82,42,28,1,11,37,42,233,201,9,3,1,0
2000,Ottawa Senators,Eastern,Northeast,95,82,41,28,2,11,39,41,244,210,10,6,2,0
2000,Los Angeles Kings,Western,Pacific,94,82,39,27,4,12,34,39,245,228,11,5,2,0
2000,Arizona Coyotes,Western,Pacific,90,82,39,31,4,8,35,39,232,228,12,6,3,0
2000,Pittsburgh Penguins,Eastern,Atlantic,88,82,37,31,6,8,34,37,241,236,13,7,3,0
2000,Edmonton Oilers,Western,Northwest,88,82,32,26,8,16,28,32,226,212,14,7,2,0
2000,San Jose Sharks,Western,Pacific,87,82,35,30,7,10,31,35,225,214,15,8,4,0
2000,Buffalo Sabres,Eastern,Northeast,85,82,35,32,4,11,30,35,213,204,16,8,3,0
2000,Carolina Hurricanes,Eastern,Southeast,84,82,37,35,0,10,33,37,217,216,17,9,3,0
2000,Montreal Canadiens,Eastern,Northeast,83,82,35,34,4,9,31,35,196,194,18,10,4,0
2000,Anaheim Ducks,Western,Pacific,83,82,34,33,3,12,31,34,217,227,19,9,5,0
2000,Vancouver Canucks,Western,Northwest,83,82,30,29,8,15,26,30,227,237,20,10,3,0
2000,Chicago Blackhawks,Western,Central,78,82,33,37,2,10,28,33,242,245,21,11,3,0
2000,Calgary Flames,Western,Northwest,77,82,31,36,5,10,20,31,211,256,22,12,4,0
2000,New York Rangers,Eastern,Atlantic,73,82,29,38,3,12,23,29,218,246,23,11,4,0
2000,Boston Bruins,Eastern,Northeast,73,82,24,33,6,19,23,24,210,248,24,12,5,0
2000,Nashville Predators,Western,Central,70,82,28,40,7,7,24,28,199,240,25,13,4,0
2000,New York Islanders,Eastern,Atlantic,58,82,24,48,1,9,19,24,194,275,26,13,5,0
2000,Tampa Bay Lightning,Eastern,Southeast,54,82,19,47,7,9,19,19,204,310,27,14,4,0
2000,Atlanta Thrashers,Eastern,Southeast,39,82,14,57,4,7,14,14,170,313,28,15,5,0
2001,Colorado Avalanche,Western,Northwest,118,82,52,16,4,10,46,52,270,192,1,1,1,0
2001,Detroit Red Wings,Western,Central,111,82,49,20,4,9,39,49,253,202,2,2,1,0
2001,New Jersey Devils,Eastern,Atlantic,111,82,48,19,3,12,43,48,295,195,3,1,1,0
2001,Ottawa Senators,Eastern,Northeast,109,82,48,21,4,9,45,48,274,205,4,2,1,0
2001,Dallas Stars,Western,Pacific,106,82,48,24,2,8,42,48,241,187,5,3,1,0
2001,St. Louis Blues,Western,Central,103,82,43,22,5,12,37,43,249,195,6,4,2,0
2001,Philadelphia Flyers,Eastern,Atlantic,100,82,43,25,3,11,38,43,240,207,7,4,2,0
2001,Buffalo Sabres,Eastern,Northeast,98,82,46,30,1,5,42,46,218,184,8,5,2,0
2001,Pittsburgh Penguins,Eastern,Atlantic,96,82,42,28,3,9,39,42,281,256,9,6,3,0
2001,Washington Capitals,Eastern,Southeast,96,82,41,27,4,10,39,41,233,211,10,3,1,0
2001,San Jose Sharks,Western,Pacific,95,82,40,27,3,12,33,40,217,192,11,5,2,0
2001,Edmonton Oilers,Western,Northwest,93,82,39,28,3,12,34,39,243,222,12,6,2,0
2001,Los Angeles Kings,Western,Pacific,92,82,38,28,3,13,35,38,252,228,13,7,3,0
2001,Toronto Maple Leafs,Eastern,Northeast,90,82,37,29,5,11,34,37,232,207,14,7,3,0
2001,Vancouver Canucks,Western,Northwest,90,82,36,28,7,11,31,36,239,238,15,8,3,0
2001,Arizona Coyotes,Western,Pacific,90,82,35,27,3,17,32,35,214,212,16,9,4,0
2001,Carolina Hurricanes,Eastern,Southeast,88,82,38,32,3,9,32,38,212,225,17,8,2,0
2001,Boston Bruins,Eastern,Northeast,88,82,36,30,8,8,32,36,227,249,18,9,4,0
2001,Nashville Predators,Western,Central,80,82,34,36,3,9,29,34,186,200,19,10,3,0
2001,Calgary Flames,Western,Northwest,73,82,27,36,4,15,24,27,197,236,20,11,4,0
2001,New York Rangers,Eastern,Atlantic,72,82,33,43,1,5,28,33,250,290,21,10,4,0
2001,Chicago Blackhawks,Western,Central,71,82,29,40,5,8,27,29,210,246,22,12,4,0
2001,Columbus Blue Jackets,Western,Central,71,82,28,39,6,9,25,28,190,233,23,13,5,0
2001,Montreal Canadiens,Eastern,Northeast,70,82,28,40,6,8,26,28,206,232,24,11,5,0
2001,Minnesota Wild,Western,Northwest,68,82,25,39,5,13,21,25,168,210,25,14,5,0
2001,Anaheim Ducks,Western,Pacific,66,82,25,41,5,11,21,25,188,245,26,15,5,0
2001,Florida Panthers,Eastern,Southeast,66,82,22,38,9,13,20,22,200,246,27,12,3,0
2001,Atlanta Thrashers,Eastern,Southeast,60,82,23,45,2,12,21,23,211,289,28,13,4,0
2001,Tampa Bay Lightning,Eastern,Southeast,59,82,24,47,5,6,22,24,201,280,29,14,5,0
2001,New York Islanders,Eastern,Atlantic,52,82,21,51,3,7,19,21,185,268,30,15,5,0
2002,Detroit Red Wings,Western,Central,116,82,51,17,4,10,41,51,251,187,1,1,1,0
2002,Boston Bruins,Eastern,Northeast,101,82,43,24,9,6,34,43,236,201,2,1,1,0
2002,Toronto Maple Leafs,Eastern,Northeast,100,82,43,25,4,10,40,43,249,207,3,4,2,0
2002,Colorado Avalanche,Western,Northwest,99,82,45,28,1,8,41,45,212,169,4,2,1,0
2002,San Jose Sharks,Western,Pacific,99,82,44,27,3,8,42,44,248,199,5,3,1,0
2002,St. Louis Blues,Western,Central,98,82,43,27,4,8,37,43,227,188,6,4,2,0
2002,Philadelphia Flyers,Eastern,Atlantic,97,82,42,27,3,10,39,42,234,192,7,2,1,0
2002,New York Islanders,Eastern,Atlantic,96,82,42,28,4,8,36,42,239,220,8,5,2,0
2002,Chicago Blackhawks,Western,Central,96,82,41,27,1,13,38,41,216,207,9,5,3,0
2002,New Jersey Devils,Eastern,Atlantic,95,82,41,28,4,9,35,41,205,187,10,6,3,0
2002,Arizona Coyotes,Western,Pacific,95,82,40,27,6,9,36,40,228,210,11,6,2,0
2002,Los Angeles Kings,Western,Pacific,95,82,40,27,4,11,37,40,214,190,12,7,3,0
2002,Vancouver Canucks,Western,Northwest,94,82,42,30,3,7,38,42,254,211,13,8,2,0
2002,Ottawa Senators,Eastern,Northeast,94,82,39,27,7,9,36,39,243,208,14,7,3,0
2002,Edmonton Oilers,Western,Northwest,92,82,38,28,4,12,35,38,205,182,15,9,3,0
2002,Carolina Hurricanes,Eastern,Southeast,91,82,35,26,5,16,29,35,217,217,16,3,1,0
2002,Dallas Stars,Western,Pacific,90,82,36,28,5,13,33,36,215,213,17,10,4,0
2002,Montreal Canadiens,Eastern,Northeast,87,82,36,31,3,12,34,36,207,209,18,8,4,0
2002,Washington Capitals,Eastern,Southeast,85,82,36,33,2,11,30,36,228,240,19,9,2,0
2002,Buffalo Sabres,Eastern,Northeast,82,82,35,35,1,11,31,35,213,200,20,10,5,0
2002,New York Rangers,Eastern,Atlantic,80,82,36,38,4,4,31,36,227,258,21,11,4,0
2002,Calgary Flames,Western,Northwest,79,82,32,35,3,12,30,32,201,220,22,11,4,0
2002,Minnesota Wild,Western,Northwest,73,82,26,35,9,12,26,26,195,238,23,12,5,0
2002,Anaheim Ducks,Western,Pacific,69,82,29,42,3,8,26,29,175,198,24,13,5,0
